researcher,title,author,source,pyear,tc,ac,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
mccammonj,Mouse acetylcholinesterase unliganded and in complex with huperzine A: A comparison of molecular dynamics simulations,"Tara, S; Straatsma, TP; McCammon, JA",BIOPOLYMERS,1999,27,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,3,4,2,0,0,2,2,2,1,0,0
mccammonj,Phosphorylation stabilizes the N-termini of alpha-helices,"Smart, JL; McCammon, JA",BIOPOLYMERS,1999,27,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,2,1,5,2,0,0,0,2,1
mccammonj,Electrostatic channeling of substrates between enzyme active sites: Comparison of simulation and experiment,"Elcock, AH; Huber, GA; McCammon, JA",BIOCHEMISTRY,1997,27,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,2,3,3,1,2,1,1,0,1,2,0,0,0,1
mccammonj,A COMBINED QUANTUM-CLASSICAL DYNAMICS METHOD FOR CALCULATING THERMAL RATE CONSTANTS OF CHEMICAL-REACTIONS IN SOLUTION,"TRUONG, TN; MCCAMMON, JA; KOURI, DJ; HOFFMAN, DK",JOURNAL OF CHEMICAL PHYSICS,1992,27,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,4,4,1,3,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0
mccammonj,SUPEROXIDE-DISMUTASE - FLUCTUATIONS IN THE STRUCTURE AND SOLVATION OF THE ACTIVE-SITE CHANNEL STUDIED BY MOLECULAR-DYNAMICS SIMULATION,"SHEN, J; SUBRAMANIAM, S; WONG, CF; MCCAMMON, JA",BIOPOLYMERS,1989,27,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,4,2,1,2,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0
mccammonj,BROWNIAN DYNAMICS OF DIFFUSION-CONTROLLED REACTIONS - THE LATTICE METHOD,"GANTI, G; MCCAMMON, JA; ALLISON, SA",JOURNAL OF PHYSICAL CHEMISTRY,1985,27,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,2,5,3,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mccammonj,Computer-Aided Identification of Trypanosoma brucei Uridine Diphosphate Galactose 4 '-Epimerase Inhibitors: Toward the Development of Novel Therapies for African Sleeping Sickness,"Durrant, Jacob D.; Urbaniak, Michael D.; Ferguson, Michael A. J.; McCammon, J. Andrew",JOURNAL OF MEDICINAL CHEMISTRY,2010,26,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,9,5,2
mccammonj,The gates of ion channels and enzymes,"Zhou, Huan-Xiang; McCammon, J. Andrew",TRENDS IN BIOCHEMICAL SCIENCES,2010,26,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,5,1
mccammonj,Thioamide Hydroxypyrothiones Supersede Amide Hydroxypyrothiones in Potency against Anthrax Lethal Factor,"Agrawal, Arpita; de Oliveira, Cesar Augusto F.; Cheng, Yuhui; Jacobsen, Jennifer A.; McCammon, J. Andrew; Cohen, Seth M.",JOURNAL OF MEDICINAL CHEMISTRY,2009,26,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,4,3
mccammonj,Molecular dynamics of a kappa B DNA element: base flipping via cross-strand intercalative stacking in a microsecond-scale simulation,"Mura, Cameron; McCammon, J. Andrew",NUCLEIC ACIDS RESEARCH,2008,26,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,4,5,0
mccammonj,Computing accurate potentials of mean force in electrolyte solutions with the generalized gradient-augmented harmonic Fourier beads method,"Khavrutskii, Ilja V.; Dzubiella, Joachim; McCammon, J. Andrew",JOURNAL OF CHEMICAL PHYSICS,2008,26,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,3,5,6,1
mccammonj,Multivariate analysis of conserved sequence-structure relationships in kinesins: Coupling of the active site and a tubulin-binding sub-domain,"Grant, Barry J.; McCammon, J. Andrew; Caves, Leo S. D.; Cross, Robert A.",JOURNAL OF MOLECULAR BIOLOGY,2007,26,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,5,5,4,4,0
mccammonj,Insight into the role of hydration on protein dynamics,"Hamelberg, Donald; Shen, Tongye; McCammon, J. Andrew",JOURNAL OF CHEMICAL PHYSICS,2006,26,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,5,4,0,1
mccammonj,Electrostatic properties of cowpea chlorotic mottle virus and cucumber mosaic virus capsids,"Konecny, R; Trylska, J; Tama, F; Zhang, DQ; Baker, NA; Brooks, CL; McCammon, JA",BIOPOLYMERS,2006,26,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,5,5,2,1,3
mccammonj,Molecular dynamics of mouse acetylcholinesterase complexed with huperzine A,"Tara, S; Helms, V; Straatsma, TP; McCammon, JA",BIOPOLYMERS,1999,26,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,4,2,1,0,0,1,3,2,3,0,0
mccammonj,Analysis of synaptic transmission in the neuromuscular junction using a continuum finite element model,"Smart, JL; McCammon, JA",BIOPHYSICAL JOURNAL,1998,26,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,0,2,4,3,1,1,4,2,0,0
mccammonj,Orientational steering in enzyme-substrate association: Ionic strength dependence of hydrodynamic torque effects,"Antosiewicz, J; Briggs, JM; McCammon, JA",EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,1996,26,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,3,0,3,1,2,0,2,2,2,0,3,2,0
mccammonj,SIDE-CHAIN ROTATIONAL ISOMERIZATION IN PROTEINS - DYNAMIC SIMULATION WITH SOLVENT SURROUNDINGS,"GHOSH, I; MCCAMMON, JA",BIOPHYSICAL JOURNAL,1987,26,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
mccammonj,Elucidating the Inhibition Mechanism of HIV-1 Non-Nucleoside Reverse Transcriptase Inhibitors through Multicopy Molecular Dynamics Simulations,"Ivetac, Anthony; McCammon, J. Andrew",JOURNAL OF MOLECULAR BIOLOGY,2009,25,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,2,3
mccammonj,"Dynamics, hydration, and motional averaging of a loop-gated artificial protein cavity: The W191G mutant of cytochrome c peroxidase in water as revealed by molecular dynamics simulations","Baron, Riccardo; McCammon, J. Andrew",BIOCHEMISTRY,2007,25,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,5,3,2
mccammonj,Computing the amino acid specificity of fluctuations in biomolecular systems,"Hamacher, K; McCammon, JA",JOURNAL OF CHEMICAL THEORY AND COMPUTATION,2006,25,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,6,0,2,0
mccammonj,BINDING OF AN ANTIVIRAL AGENT TO A SENSITIVE AND A RESISTANT HUMAN RHINOVIRUS - COMPUTER-SIMULATION STUDIES WITH SAMPLING OF AMINO-ACID SIDE-CHAIN CONFORMATIONS .1. MAPPING THE ROTAMERS OF RESIDUE-188 OF VIRAL PROTEIN-1,"WADE, RC; MCCAMMON, JA",JOURNAL OF MOLECULAR BIOLOGY,1992,25,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,3,3,4,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0
mccammonj,DIFFUSION-CONTROLLED REACTIONS BETWEEN A SPHERICAL TARGET AND DUMBBELL DIMER BY BROWNIAN DYNAMICS SIMULATION,"ALLISON, SA; SRINIVASAN, N; MCCAMMON, JA",JOURNAL OF PHYSICAL CHEMISTRY,1984,25,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,2,2,1,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccammonj,Computer-aided drug-discovery techniques that account for receptor flexibility,"Durrant, Jacob D.; McCammon, J. Andrew",CURRENT OPINION IN PHARMACOLOGY,2010,24,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,1
mccammonj,"(Thermo)dynamic role of receptor flexibility, entropy, and motional correlation in protein-ligand binding","Baron, Riccardo; McCammon, J. Andrew",CHEMPHYSCHEM,2008,24,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,7,4,2,0
mccammonj,Study of global motions in proteins by weighted masses molecular dynamics: Adenylate kinase as a test case,"Elamrani, S; Berry, MB; Phillips, GN; McCammon, JA",PROTEINS-STRUCTURE FUNCTION AND GENETICS,1996,24,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,1,2,1,1,1,2,3,0,2,1,0,0,0,0
mccammonj,SIMULATION OF THE BIMOLECULAR REACTION BETWEEN SUPEROXIDE AND SUPEROXIDE-DISMUTASE - SYNTHESIS OF THE ENCOUNTER AND REACTION STEPS,"LUTY, BA; ELAMRANI, S; MCCAMMON, JA",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,1993,24,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,2,1,3,0,1,0,1,0,0,0,1,0,0,1,1,0,0
mccammonj,"PARTIAL ELECTROSTATIC CHARGES FOR THE ACTIVE-CENTER OF CU, ZN SUPEROXIDE-DISMUTASE","SHEN, J; WONG, CF; SUBRAMANIAM, S; ALBRIGHT, TA; MCCAMMON, JA",JOURNAL OF COMPUTATIONAL CHEMISTRY,1990,24,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,4,2,2,3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
mccammonj,GLASS-TRANSITION IN SPC/E WATER AND IN A PROTEIN SOLUTION - A MOLECULAR-DYNAMICS SIMULATION STUDY,"WONG, CF; ZHENG, C; MCCAMMON, JA",CHEMICAL PHYSICS LETTERS,1989,24,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,2,0,2,1,2,0,2,1,2,0,0,0,2,0,2,0,1,0,0
mccammonj,SIMULATION OF BIOMOLECULAR DIFFUSION AND COMPLEX-FORMATION,"ALLISON, SA; NORTHRUP, SH; MCCAMMON, JA",BIOPHYSICAL JOURNAL,1986,24,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,3,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,2,0,0,0
mccammonj,Accessing a Hidden Conformation of the Maltose Binding Protein Using Accelerated Molecular Dynamics,"Bucher, Denis; Grant, Barry J.; Markwick, Phineus R.; McCammon, J. Andrew",PLOS COMPUTATIONAL BIOLOGY,2011,23,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,2
mccammonj,Free Energy for the Permeation of Na+ and Cl- Ions and Their Ion-Pair through a Zwitterionic Dimyristoyl Phosphatidylcholine Lipid Bilayer by Umbrella Integration with Harmonic Fourier Beads,"Khavrutskii, Ilja V.; Gorfe, Alemayehu A.; Lu, Benzhuo; McCammon, J. Andrew",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2009,23,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,2,7,4
mccammonj,Evaluation and binding-mode prediction of thiopyrone-based inhibitors of anthrax lethal factor,"Lewis, Jana A.; Mongan, John; McCammon, J. Andrew; Cohen, Seth M.",CHEMMEDCHEM,2006,23,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,5,2,6,2,1
mccammonj,Dependency map of proteins in the small ribosomal subunit,"Hamacher, Kay; Trylska, Joanna; McCammon, J. Andrew",PLOS COMPUTATIONAL BIOLOGY,2006,23,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,3,4,3,0
mccammonj,Chromophore protonation states and the proton shuttle mechanism in green fluorescent protein: Inferences drawn from ab initio theoretical studies of chemical structures and vibrational spectra,"Yoo, HY; Boatz, JA; Helms, V; McCammon, JA; Langhoff, PW",JOURNAL OF PHYSICAL CHEMISTRY B,2001,23,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,0,3,1,2,0,1,1,1,0
mccammonj,CYTOCHROME-C - A MOLECULAR PROVING GROUND FOR COMPUTER-SIMULATIONS,"WONG, CF; ZHENG, C; SHEN, JA; MCCAMMON, JA; WOLYNES, PG",JOURNAL OF PHYSICAL CHEMISTRY,1993,23,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,2,0,0,3,2,1,4,0,0,3,0,0,0,0,0,0
mccammonj,MOLECULAR MODELING METHODS - BASIC TECHNIQUES AND CHALLENGING PROBLEMS,"LESYNG, B; MCCAMMON, JA",PHARMACOLOGY & THERAPEUTICS,1993,23,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,0,1,2,1,1,0,0,1,0,0,0,0,0,0
mccammonj,LOW VALUES OF SCHERAGA-MANDELKERN BETA-PARAMETER FOR PROTEINS - EXPLANATION BASED ON POROUS SPHERE HYDRODYNAMICS,"MCCAMMON, JA; DEUTCH, JM; BLOOMFIELD, VA",BIOPOLYMERS,1975,23,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,4,2,3,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccammonj,Conformational Selection in G-Proteins Lessons from Ras and Rho,"Grant, Barry J.; McCammon, J. Andrew; Gorfe, Alemayehu A.",BIOPHYSICAL JOURNAL,2010,22,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,3
mccammonj,"Mechanism of Glycan Receptor Recognition and Specificity Switch for Avian, Swine, and Human Adapted Influenza Virus Hemagglutinins: A Molecular Dynamics Perspective","Newhouse, E. Irene; Xu, Dong; Markwick, Phineus R. L.; Amaro, Rommie E.; Pao, Hsing C.; Wu, Kevin J.; Alam, Maqsudul; McCammon, J. Andrew; Li, Wilfred W.",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2009,22,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,6,1
mccammonj,AutoGrow: A Novel Algorithm for Protein Inhibitor Design,"Durrant, Jacob D.; Amaro, Rommie E.; McCammon, J. Andrew",CHEMICAL BIOLOGY & DRUG DESIGN,2009,22,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,9,4,0
mccammonj,Electrodiffusion: A continuum modeling framework for biomolecular systems with realistic spatiotemporal resolution,"Lu, Benzhuo; Zhou, Y. C.; Huber, Gary A.; Bond, Stephen D.; Holst, Michael J.; McCammon, J. Andrew",JOURNAL OF CHEMICAL PHYSICS,2007,22,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,1,7,3
mccammonj,Release of ADP from the catalytic subunit of protein kinase A: A molecular dynamics simulation study,"Lu, BZ; Wong, CF; Mccammon, JA",PROTEIN SCIENCE,2005,22,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,0,4,3,2,2
mccammonj,From model complexes to metalloprotein inhibition: A synergistic approach to structure-based drug discovery,"Puerta, DT; Schames, JR; Henchman, RH; McCammon, JA; Cohen, SM",ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,2003,22,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,1,3,1,1,2,0,0,1
mccammonj,Statistical analysis of the fractal gating motions of the enzyme acetylcholinesterase,"Shen, TY; Tai, K; McCammon, JA",PHYSICAL REVIEW E,2001,22,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,3,1,1,2,2,1,1,0,0
mccammonj,A model for enzyme-substrate interaction in alanine racemase,"Ondrechen, MJ; Briggs, JM; McCammon, JA",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2001,22,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,2,1,2,1,2,0,3,2,1,0
mccammonj,INVERSION OF RECEPTOR-BINDING PREFERENCES BY MUTAGENESIS - FREE-ENERGY THERMODYNAMIC INTEGRATION STUDIES ON SUGAR BINDING TO L-ARABINOSE BINDING-PROTEINS,"ZACHARIAS, M; STRAATSMA, TP; MCCAMMON, JA; QUIOCHO, FA",BIOCHEMISTRY,1993,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,1,2,2,1,1,0,0,1,1,0,1,0,1,0,1,0
mccammonj,ANTIINSULIN ANTIBODY STRUCTURE AND CONFORMATION .2. MOLECULAR-DYNAMICS WITH EXPLICIT SOLVENT,"TANNER, JJ; NELL, LJ; MCCAMMON, JA",BIOPOLYMERS,1992,22,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,1,4,1,2,2,0,0,2,0,0,0,0,0,1,0,0
mccammonj,FREE-ENERGY THERMODYNAMIC INTEGRATIONS IN MOLECULAR-DYNAMICS SIMULATIONS USING A NONITERATIVE METHOD TO INCLUDE ELECTRONIC POLARIZATION,"STRAATSMA, TP; MCCAMMON, JA",CHEMICAL PHYSICS LETTERS,1990,22,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,2,1,0,0,1,1,0,1,0,0,1,2,2,1,1,1,0,0,0
mccammonj,MOLECULAR-DYNAMICS SIMULATION OF PHENYLALANINE TRANSFER-RNA .1. METHODS AND GENERAL RESULTS,"HARVEY, SC; PRABHAKARAN, M; MCCAMMON, JA",BIOPOLYMERS,1985,22,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,1,1,3,2,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
mccammonj,NNScore: A Neural-Network-Based Scoring Function for the Characterization of Protein-Ligand Complexes,"Durrant, Jacob D.; McCammon, J. Andrew",JOURNAL OF CHEMICAL INFORMATION AND MODELING,2010,21,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,3
mccammonj,Location of Inhibitors Bound to Group IVA Phospholipase A(2) Determined by Molecular Dynamics and Deuterium Exchange Mass Spectrometry,"Burke, John E.; Babakhani, Arneh; Gorfe, Alemayehu A.; Kokotos, George; Li, Sheng; Woods, Virgil L., Jr.; McCammon, J. Andrew; Dennis, Edward A.",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2009,21,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,5,0
mccammonj,An Adaptive Fast Multipole Boundary Element Method for Poisson-Boltzmann Electrostatics,"Lu, Benzhuo; Cheng, Xiaolin; Huang, Jingfang; McCammon, J. Andrew",JOURNAL OF CHEMICAL THEORY AND COMPUTATION,2009,21,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,7,0
mccammonj,A virtual screening study of the acetylcholine binding protein using a relaxed-complex approach,"Babakhani, Arneh; Talley, Todd T.; Taylor, Palmer; McCammon, J. A.",COMPUTATIONAL BIOLOGY AND CHEMISTRY,2009,21,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,3,0
